title,label
외환마감달러화 반락에 상승폭 줄여환율 1180원대 중반 마감,1
오전시황코스피 장 초반 개인 매수에 상승전환,1
오전시황코스피 장 초반 3050대 약세,0
외환브리핑달러인덱스 1년래 최고환율 1180원대 후반 상승 전망,1
굿모닝 증시 美증시 혼조 마감韓증시 반발매수세 유입 주목,1
인플레 오래 갈 것금리 불안에 기술주 약세 뉴욕마감,0
마켓뷰 코스피 미 금리 인상 우려에  122 하락3060선으로 밀려,0
시황종합 美충격에 코스피 12↓ 3060선 밀려대장주 三電 3↓,0
외환마감환율 연 고점 돌파했으나 7거래일 만에 하락,0
코스닥 마감외인 사자에도 기관 팔자1대 하락,0
오전시황코스피·코스닥 장중 한때 3050·1000선 붕괴···양 시장 1대 하락,0
굿모닝 증시 美 증시 국채 금리 급등에 하락 韓 증시 흔들리나,0
외환브리핑美금리 석달래 최고환율 1190원까지 뛰나,1
美국채금리 상승에 나스닥 급락확진자 다시 3000명 내외 모닝브리핑,0
김현석의 월스트리트나우 엇갈린 월가 라이벌JP모간 상승 vs 모건스탠리 조정,1
10년 국채금리 급등나스닥 3월 이후 최악의 날 뉴욕마감,1
美 10년물 국채금리 급등에 나스닥 28 급락 데일리 국제금융시장,0
마켓뷰 코스피 외국인 선물 매도 폭탄에 1 넘게 급락···한 달 만에 3100선 붕괴,0
시황종합 코스피 한달만에 3100선 무너져환율 1180선 돌파,1
외환마감국내증시 하락에 원화 약세환율 1180원 중반대 1년여만 최고,0
코스닥 마감 외국인·기관 물량 폭탄에 2 하락1000선도 불안,0
코로나 긴급사태 해제에도 日증시 하락홍콩은 급등Asia 마감,0
오전시황소폭 하락 출발한 코스피네이버·삼바 2대 약세,0
외환브리핑美긴축 우려에 금리 상승환율 1170원대 후반 전망,0
경기낙관 속 국채금리 UP기술주↓금융주↑뉴욕마감,0
美 10년물 국채금리 한때 15 돌파···나스닥 052 하락 데일리 국제금융시장,0
마켓뷰 코스피 소폭 상승 마감외인 장중 순매수 확대,1
시황종합 코스피 외인 사자에 027↑ 3130선코스닥은 02↓,0
마감시황코스피 외국인 매수에 강보합3130선 회복,0
외환마감외국인 국내증시 순매수 연장환율 1170원대 중반 강보합,0
코스닥 마감 기관 팔자에 소폭 하락3거래일째 1030선,0
오르락 내리락 불안한 증시日닛케이 003↓ Asia 마감,0
외환브리핑헝다 불안감 재점화환율 1180원대 탈환 전망,0
외국인 컴백에도 헝다 불안감 증시 보릿고개 30803180’ 주간 증시 전망,0
주간증시전망여전한 중국 우려코스피 박스권 전망,0
공급망 대란 나이키도 못 피했다주가6↓ 뉴욕마감,0
시황종합헝다 불안감 코스피 약보합 3120선 마감카카오株 반등,0
마켓뷰 방향성 모호한 코스피 약보합 마감카카오 반등,0
마감시황코스피 외국인 선물 순매도에 반락,0
외환마감환율 11765원 나흘째 상승수급상 달러 매수우위,1
코스닥 마감외인·기관 동반 순매도에 보합권 이틀째 1030선,0
굿모닝 증시 강세 나타낸 美 3대 지수테이퍼링 시사에도 반발 매수세 유입,1
뉴욕증시 FOMC 결과 소화하며 상승北 종전선언할 때 아냐모닝브리핑,1
연준 부양책 지속·헝다 우려 완화에 다우 148↑ 데일리 국제금융시장,0
中악재·금리우려 완화에 급등경기회복株↑뉴욕마감,0
괜히 떨었나헝다 위기에도 中증시 일제히 상승 Asia마감,1
마켓뷰 코스피 041 하락···中 헝다 발 충격 제한,0
시황종합 코스피 04 하락 3127 마감헝다 사태 영향 제한적,0
마감시황코스피 헝다 사태에 소폭 하락3120선 밀려,0
코스닥 마감中헝다 불안에 1036선까지 밀려,0
외환마감1년만에 장중 최고점 찍은 환율 네고에 밀려 강보합,0
외환브리핑FOMC 안도감 속 中 헝다 리스크환율 연고점 돌파하나,0
굿모닝 증시 中헝다그룹 우려 및 FOMC 불확실성 완화에 美증시 회복,0
원자재시황 국제유가 美 원유재고 감소에 상승WTI 247↑,1
유럽증시 헝다그룹 쇼크 완화되며 1대 상승,1
모닝브리핑뉴욕증시 FOMC 완화적 결과에 상승헝다그룹 사태 진정,1
금리인상은 아직 안도감에 상승원자재株↑뉴욕마감,1
“아직 시간 남았다”···테이퍼링 곧 개시에도 다우 1↑ 데일리 국제금융시장,1
펀드와치 공급 우려글로벌 에너지 펀드 수익률 쑥,0
中리스크·FOMC 앞두고 신중우버 11↑뉴욕마감,0
이번주 증시 추석 연휴 이후 미·중 이벤트 주목,1
中 헝다 여진에 다우 015···나스닥은 022↑ 반등  데일리 국제금융시장,1
中악재·FOMC불안감에 뚝↓항공주는 쑥↑뉴욕마감,0
中 헝다 사태·부채한도 우려에 SP 17 데일리 국제금융시장,0
주간증시전망 추석연휴 FOMC서 테이퍼링·금리인상 주목,1
뉴욕증시 투자심리 위축 속 일제히 하락···다우 048↓ 데일리 국제금융시장,0
변동성 경계감 속 하락국채금리↑기술주↓뉴욕마감,0
마켓뷰 코스피 소폭 상승 마감외국인 사자’ 전환,1
마감시황 추석연휴 전 코스피·코스닥 동반상승 마감,1
외환마감强달러에 환율 장중 1180원 넘어이틀째 상승,1
시황종합추석 앞둔 코스피 03↑ 3140선현중 조선대장株 등극,1
오전시황연휴 앞두고 코스피 3110선 약세외인·기관 순매도,0
굿모닝 증시연휴 전 국내 증시 보합 출발 후 관망세 전망지수보다 종목에 집중,0
외환브리핑글로벌 달러 강세위험선호 위축환율 1170원 중후반 전망,1
원자재시황 국제유가 공급우려 속 보합,0
유럽증시 경제회복 기대감에 소폭 반등,1
엇갈린 경제지표 속 다우 018···나스닥은 013↑ 데일리 국제금융시장,1
빅데이터로 본 재테크 전기차 양극재 10조 수주에코프로비엠 폭풍성장 기대,1
마켓뷰 코스피 3130선 마감중화권 증시 변동성에 하락,0
시황종합 코스피 07↓ 3130선 후퇴外人은 4일째 사자,0
외환마감中헝다그룹 파산에 위안화 흔들환율 1170원대 상승,1
코스닥 마감외인·기관 동반 팔자에 1030선 하락,0
마감시황코스피 닷새만에 하락 마감외국인 선물 1兆 매도,0
오전시황코스피 외국인·기관 매도장 초반 보합세,0
굿모닝 증시추석 앞둔 코스피 상승 폭은 제한외국인 향방은,1
외환브리핑위험선호달러 약세환율 나흘만에 1160원대 하락 전망,0
뉴욕증시 경기 회복 기대감에 반등태풍 찬투 남부 많은 비 모닝브리핑,1
경제성장 지속 기대감에 상승에너지株↑뉴욕마감,1
美 증시 반등 성공···경기회복 지속 전망에 다우 068↑ 데일리 국제금융시장,1
마켓뷰 코스피 소폭 상승 마감네이버·카카오 반등 실패,1
시황종합외인 3일째 사자 코스피 소폭↑ 3150선三電 3일째↑,1
외환마감외인 순매수 연장달러 매도 배팅환율 약보합 마감,0
마감시황코스피 외인 매수세에 3150선 회복4일 연속 반등,1
코스닥 마감외국인 매수세에 1040선 회복이틀 연속 상승,1
오전시황코스피 장 초반 개인 매수세에 3150대 올라,1
원자재시황 국제유가 공급 우려·위험회피 심리 속 보합,0
굿모닝 증시 “테이퍼링 우려로 투심 저하中 경제지표 확인해야”,0
유럽증시 인플레 우려 완화 주시하며 혼조 마감,0
인플레 안도랠리 30분 만에 끝새 아이폰 애플 1↓뉴욕마감,0
인플레 둔화에도 조정 우려에 다우 084↓ 데일리 국제금융시장,0
클릭 해외증시 이 종목 생산공정 SW업체 美 앤시스 상승 탄력,1
마켓뷰 코스피 외국인·기관 동반 순매수에 상승 마감···기관 매수 8월 초 이후 최대,1
마감시황코스피 반발매수에 07↑외국인 현·선물 사들여,1
시황종합코스피 06↑ 3140선 마감상생발표 카카오 낙폭 만회,0
코스닥 마감외인 사자에 1대 반등1037선,1
외환마감외국인 순매수달러 약세환율 1170원대 초반 하락,0
외환브리핑달러 강세 진정환율 하루 만에 하락 전망,0
결국 코로나 극복할 것 낙관 속 상승에너지株↑뉴욕마감,1
5거래일 연속 하락 멈춘 다우 076 상승 데일리 국제금융시장,0
마켓뷰 코스피 강보합 마감네이버·카카오 하락에 투자심리 악화,0
외환마감달러 강세에 환율 11760원으로 급등16거래일만에 최고,1
시황종합 코스피 강보합 3120선 마감카카오株 동반 하락,0
마감시황 코스피 소폭 상승카카오 계열사 약세,0
코스닥 마감외국인·기관 동반 매도에 1 하락1020선,0
오전시황 코스피 개인 순매도에도 3130선 안착···반등 성공,0
외환브리핑달러 강세에환율 1170원 회복 재차 시도,1
주간증시전망 상승 모멘텀 부재 속 박스권 등락 예상,1
델타변이·인플레 우려다우지수 5일째 하락뉴욕마감,0
마켓뷰 코스피 3100선 지키며 상승 마감···개인 4일 연속 순매수,1
시황종합 코스피 03↑ 3120선 마감 카카오·네이버 반등,1
마감시황코스피 개인·기관 반발매수에 03 상승,1
외환마감미·중 화해 무드 亞 증시 호재환율 1160원대 약보합 마감,0
코스닥 마감외인 나홀로 순매수에 상승103791,1
오전시황코스피 장초반 강보합···카카오·네이버 반등,0
뉴욕증시 델타 변이 우려에 하락남부 중심 흐리고 비 모닝브리핑,0
신중모드에 3대지수↓레깅스의 룰루레몬 호실적에 급등뉴욕마감,0
계속되는 델타변이·연준 불확실성에 다우 043↓ 데일리 국제금융시장,0
빅데이터로 본 재테크 코스피 상장 눈앞 현대重경쟁사 대비 가격 싸 매력,1
시황종합네 마녀의 날 코스피 15↓ 3110선카카오 또 7↓,0
마켓뷰 코스피 1 넘게 하락상위 10개 종목 우수수’,0
마감시황코스피 네 마녀의 날에 15 하락3110선으로 후퇴,0
외환마감外人 매도세 지속환율 1170원 목전까지 올라,0
코스닥 마감외인·기관 이틀째 순매도로 소폭 하락 1030선,0
원자재시황 국제유가 멕시코만 여파 주시 속 상승WTI 139↑,0
뉴욕증시 델타 변이 우려에 하락IOC 北 내년까지 자격정지모닝브리핑,0
9월 변동성 조심 3대 지수 하락여행주↓뉴욕마감,0
마켓뷰 코스피 077 하락 마감대형 인터넷 플랫폼 규제에 투심 악화,0
시황종합 코스피 077↓ 3160선카카오 10·네이버 7 급락,0
외환마감환율 석달만에 최대폭 상승해 1160원대7거래일만에 최고,1
코스닥 마감외인·기관 팔자에 2거래일째 하락1030선,0
마감시황코스피 외인·기관 동반 매도에 이틀 연속 하락,0
오전시황국내 증시 외국인·기관 매도세 속 약세 출발,0
외환브리핑리스크오프에 强달러환율 나흘만에 1160원대 복귀,0
굿모닝 증시美증시 경기둔화 우려에 혼조코스피 약세 전망,0
美증시 비중축소잇단 비관론에 다우 270p↓ 뉴욕마감,0
델타변이 우려 확산에 다우 076↓···나스닥은 007↑ 데일리 국제금융시장,0
유럽증시 유럽중앙은행 통화정책 주목하며 하락,0
마켓뷰 코스피 하락 마감···외국인 6거래일 만에 팔자’ 돌아서,0
클릭 해외증시 이 종목 금융 플랫폼 인수 비자 핀테크 성장주로 주목,1
마감시황코스피 외인·기관 동반 매도에 3200선 밑으로,0
코스닥 마감외인 홀로 순매수1054선 강보합,0
외환마감외인 순매도위안화 약세환율 사흘만 상승,0
외환브리핑고용쇼크에도 달러화 소폭 상승환율 사흘만 상승 예상,1
유럽증시 미 테이퍼링 지연 기대에 일제히 상승,1
유럽증시 미 테이퍼링 지연 기대에 상승,1
시황종합 코스피 3200선 강보합기관 물량 풀린 카뱅 4↓,0
마켓뷰 코스피 美 증시 혼조에 보합권외인·기관 순매수,0
외환마감달러 강세 제한위안화 약세환율 1150원대 약보합,0
코스닥 마감 외인·기관 동반 매도에 하락1050선은 사수,0
오전시황코스피 약세 출발···3200선 바로 내줘,0
외환브리핑美고용쇼크 여파에 弱달러환율 1150원 하향 테스트,0
굿모닝 증시 美 고용지표 쇼크 영향 국내 증시 소폭 반등 전망,1
美 FOMC 앞두고 관망세 ECB 통화정책회의 주목 주간 증시 전망,1
美고용 실망감에···다우 021 하락 마감데일리 국제금융시장,0
유럽증시 미국 고용증가세 둔화에 하락,0
마켓뷰 코스피 하루만에 3200선 회복외국인 매수 영향,1
시황종합코스피 외인 4일째 사자 3200선 회복LG전자 10↑,1
코스닥 마감열흘째 상승세 타고 1050선 안착外人도 사자,1
외환마감美고용 대기명절전 네고 물량환율 하루 만에 1150원대 하락,0
외환브리핑위험선호달러약세환율 1150원대 복귀할 듯,0
SP500·나스닥 또 최고치공수처 조희연 수사결과 발표 예정모닝브리핑,1
SP·나스닥 또 사상최고애플 주가도 최고뉴욕마감,1
8월 고용보고서 앞두고 SP 028↑ 최고치 데일리 국제금융시장,1
유럽증시 미국 실업 지표 개선에 일제히 상승,1
마켓뷰 코스피 1 급락외국인·기관 매도 영향,0
시황종합 코스피 외인기관 팔자에 3170선 후퇴카뱅 7↓,0
마감시황코스피 기관·외국인 매도에 1 하락3170선 후퇴,0
외환마감외국인 팔자 전환에 환율 상승사흘 만에 1160원대,1
코스닥 마감개인 순매수세에 강보합 9거래일째 올라 1040선,0
외환브리핑美지표 부진에 약달러환율 닷새째 하락 예상,0
원자재시황 국제유가 OPEC 증산 규모 유지·재고 감소에 상승,1
유럽증시 미국 고용지표 주목 속 혼조세,1
악재에서도 긍정론 찾는 시장 나스닥 장중 최고치 뉴욕마감,0
뉴욕증시 혼조세·나스닥 사상 최고치보건의료노조 총파업 철회 모닝브리핑,1
예상보다 낮은 고용지표 소화한 시장···나스닥 033↑ 데일리 국제금융시장,1
유럽증시 미국 고용 수치 주목하며 혼조세,1
외환마감환율 2주만에 최저외국인 순매수에 나흘째 하락,0
코스닥 마감외국인 매수세에 1040선 회복8거래일 연속 상승,1
오전시황간밤 뉴욕증시 관망세 속국내 증시 약보합,0
원자재시황 국제유가 멕시코만 정제활동 일시 중단 소식에 하락WTI 1↓,0
유럽증시 中경제지표 둔화·델타변이 확산에 일제히 하락,0
美 증시 숨고르기···SP 014 하락 데일리 국제금융시장,0
유럽증시 중 경제지표·미 델타변이 확산 주시하며 하락,0
마켓뷰 코스피 175 상승 외국인 반년 만에 1조원어치 사들여,1
시황종합외인 1조 사자 코스피 3200선 눈앞원화값 75원 급등,1
마감시황코스피 외국인 매수에 상승17 올라 3200선 코앞,1
외환마감외국인 셀코리아 멈췄나환율 1150원대로 하락,0
코스닥 마감7거래일 연속 상승103833,1
오전시황 美 나스닥 또 사상 최고코스피 외인·기관 동반 매도에 혼조,0
굿모닝 증시 美 SP·나스닥 또 신고가韓 수혜주 찾아라,1
외환브리핑외국인 매도 지속환율 1160원대 후반 상승 전망,0
원자재시황 허리케인 아이다 여파 소화하며 상승WTI 07↑,0
유럽증시 美 조기 테이퍼링 우려 완화에 상승,0
기술주 강세에 SP· 나스닥 최고치애플 3↑뉴욕마감,1
계속되는 파월 효과···기술주 강세에 SP·나스닥 사상 최고치 데일리 국제금융시장,1
유럽증시 금리인상 신중 美 파월 발언 여파 소폭 상승,0
마켓뷰 코스피 강보합 마감파월 발언으로 투심 회복,0
외환마감환율 2거래일째 하락1160원대 중반 안착,0
마감시황코스피 테이퍼링 불확실성 해소에 상승,1
코스닥 마감개인·외인 사자에 6거래일째 상승1031선,1
굿모닝 증시 시장 안심시킨 파월 국내 증시 상승 기대,1
금리인상 우려 불식시킨 파월 9월 코스피 여유로운 스타트 주간 증시 전망,0
이번주 증시 약한 반등 모멘텀종목별 장세 전망,1
펀드와치 美백신 정식 승인에 웃음 찾은 항공·여행 펀드,1
금리 인상은 아직 파월 비둘기적 발언에 뉴욕증시 급반등 데일리 국제금융시장,1
김현석의 월스트리트나우 파월 뭐라고 했길래기술주 날고 지수 또 사상 최고,1
파월 비둘기 발언에 안도 SP·나스닥 사상최고 뉴욕마감,1
유럽증시 파월 발언 주시 속 일제히 상승,1
마켓뷰 코스피 기관 순매수에 소폭 상승···16거래일 만의 최대 규모,1
시황종합코스피 등락끝에 강보합 3133  마감美잭슨홀 미팅 촉각,0
마감시황 코스피 소폭 상승중국 증시 동조화,1
외환마감잭슨홀 하루 앞두고도 달러화 약세환율 1160원대 하락,0
코스닥 마감개미 매수세에 반등1023선,1
외환브리핑中규제에 아프간 테러까지환율 1170원대 추가 상승 시도,1
원자재시황 차익실현 압박·카불테러 영향에 하락WTI 14↓,0
유럽증시 美 잭슨홀 미팅 앞두고 소폭 하락,0
잭슨홀 앞두고 숨고르기3대지수 동반하락뉴욕마감,0
아프간 카불공항 인근서 테러뉴욕증시 하락 모닝브리핑,0
유럽증시 미 연준 테이퍼링 입장 주목하며 소폭 하락세,0
유럽개장 美 테이퍼링 주목 속 장초반 하락세,0
마켓뷰 코스피 금리 인상·중화권 증시 약세로 4거래일 만에 하락,0
시황종합코스피 금리인상에 3120선 하락 마감외인 현·선물 매도,0
외환마감금리인상보다 위안화 동조환율 나흘만에 1170원대로,1
마감시황금리인상에 외국인 이탈코스피 058↓,0
코스닥 마감나흘째 상승하며 1020선게임株 급등세,1
외환브리핑위험선호금통위 경계환율 하루만에 하락 전망,0
원자재시황 원유재고 3주 연속 감소에 상승세WTI 12↑,1
유럽증시 파월의 입 주목하며 혼조세 마감,1
굿모닝 증시 기준금리 인상할까,1
뉴욕증시 잭슨홀 회의 앞두고 상승오늘부터 1849세 접종 모닝브리핑,1
델타변이 정점 가능성 기대美증시 또 사상최고 뉴욕마감,1
SP 장중 4500선 첫 돌파···또 사상 최고치 데일리 국제금융시장,1
마켓뷰 코스피 소폭 상승 마감···잭슨홀 미팅 앞두고 관망세,1
시황종합코스피 3일째 상승 3140선 마감금통위 앞두고 관망세,1
외환마감韓금통위·美잭슨홀 경계감환율 사흘만 상승 전환,1
마감시황코스피 외인·기관 매수에 3일째 반등,1
코스닥 마감3일 연속 상승해 1010선 안착거래량은 ↓,0
원자재시황 멕시코만 화재·中 코로나19 통제에 상승WTI 29↑,1
외환브리핑中경기지원·위험선호 호재환율 사흘째 하락 전망,0
中주식 많이 빠졌네 저가매수나스닥 사상최고 뉴욕마감,1
中기업 주식상승에 나스닥 1만5000 첫 돌파 사상 최고치 데일리 국제금융시장,1
클릭 해외증시 이 종목 美 철강업체 뉴코어 바이든 인프라투자 수혜,1
마켓뷰 코스피 156 올라 3140선 근접2거래일 연속 반등,1
시황종합 외인기관 사자 코스피 15 상승 3130선三電 3↑,1
마감시황코스피 기관·외국인 매수에 3130선 회복이틀째 상승,1
외환마감외국인 순매수·외환당국 경계감환율 이틀 연속 하락,0
굿모닝 증시美증시 경기 우려 완화에 강세코스피도 상승 전망,0
원자재시황 낙폭과대·中 코로나 우려 둔화에 반등WTI 56↑,0
유럽증시 테이퍼링 속도 조절 기대에 일제히 상승,1
화이자 승인에 뉴욕증시 상승태풍 오마이스 침수피해 잇따라 모닝브리핑,0
FDA 승인백신 나왔다 투심↑경제재개株 UP 뉴욕마감,1
화이자 백신 공식승인에 나스닥 155↑ 최고치 데일리 국제금융시장,1
유럽증시 테이퍼링 속도 조절 기대에 일제히 상승,1
외환마감외국인 매도세 줄었다환율 사흘만 하락,0
마켓뷰 코스피 3일만에 1 반등기관 6000억 순매수,1
마감시황코스피 기관 매수에 1 상승코스닥 26↑,1
시황종합 코스피 기관 매수에 3090선 반등코스닥 261↑,1
코스닥 마감외인 귀환에 2대 상승993선,1
오전시황 코스피 장 초반 상승폭 줄어 3060선 회귀코스닥도 960선,1
외환브리핑위험선호 심리 살아났다환율 사흘 만에 하락하나,0
잭슨홀 미팅으로 쏠리는 눈국내 증시 결과 기다리며 횡보 전망주간증시전망,0
펀드와치급락장 오자코스닥 인버스 펀드 웃었다,0
이번주 증시 美 잭슨홀 미팅 앞두고 관망외국인 수급 주목,1
경기둔화 우려 속 반등엔비디아 5↑뉴욕마감,0
유럽증시 나흘 연속 하락 후 소폭 반등 성공,0
마켓뷰 3060선까지 밀린 코스피···5개월 만의 최저치,0
시황종합 파랗게 질린 증시코스피 12·코스닥 23 급락,0
마감시황 코스피 12 하락외국인·기관 순매도,0
외환마감네고물량 압도한 强달러 재료환율 11개월 래 최고,1
코스닥 마감외인 매도에 2대 하락 3개월여만에 960선,0
오전시황 코스피 3100 초반대에서 우물쭈물코스닥은 990으로 하락,0
원자재시황 국제유가 델타변이·강달러에 3개월래 최저WTI 27↓,0
유럽증시 델타변이·美테이퍼링 우려에 하락,0
델타변이·긴축우려에 긴장감SP 상승 저력뉴욕마감,0
바이든 한국 침략시 미국이 대응뉴욕증시 불안 지속에 혼조 모닝브리핑,0
테이퍼링·델타변이 우려에도 SP 013↑ 데일리 국제금융시장,0
유럽증시 델타변이 확산에 美테이퍼링 우려까지1∼2대 하락,0
마켓뷰 코스피 2 급락 4개월만에 3100선 붕괴,0
Asia마감 결국 나온 테이퍼링 신호닛케이 1월 이후 최저치,0
마감시황테이퍼링 우려에 외인·기관 매도코스피 3100선 붕괴,0
외환마감하루만에 1170원대 오른 환율美테이퍼링 영향에 원화 약세,0
시황종합 연준 충격 코스피 3100선 붕괴·코스닥 1000선 아래로,0
코스닥 마감 두 달 만에 1000선 하회2대 급락,0
오전시황 코스피 Fed 테이퍼링 논의 소식에 하락세···3150선 등락,0
외환브리핑美 테이퍼링 연내 가시화강달러에 환율 반등할 듯,1
유럽증시 델타변이 확산우려에 사흘째 약세,0
美연준 테이퍼링 신호3대지수 일제하락 뉴욕마감,0
뉴욕증시 연준 테이퍼링 시사에 하락코로나 다시 2천명대 모닝브리핑,0
7월 연준 의사록 테이퍼링 연내 시사에 다우 108↓ 데일리 국제금융시장,0
유럽증시 델타변이 우려에 사흘째 약세,0
마켓뷰 코스피 9거래일 만에 상승 마감SK하이닉스 반등 영향,1
외환마감초고속 상승 못 참겠다외환당국 개입에 환율 1160원대 하락,0
마감시황코스피 9거래일 만에 반등 성공3158선 마감,1
시황종합 코스피 9일만에 반등 3150선외인은 7일째 팔자,1
Asia마감 많이 빠졌나 저가 매수세에 中·日 나란히 상승,1
코스닥 마감 외국인 매수세에 사흘만에 상승1021선,1
오전시황 멈추지 않는 외인 매도코스피 3140선,0
굿모닝 증시 지연되는 경기 회복2014년 테이퍼링 떠올리게 하는 달러 강세,1
원자재시황 국제유가 델타변이 확산·수요감소 우려에 하락WTI 1↓,0
외환브리핑글로벌 달러 강세환율 1180원 테스트,1
유럽증시 코로나19 델타변이 확산 우려에 약세,0
최고치 경신하던 美증시 하락논란의 녹취록 공개한 이준석 모닝브리핑,0
美소매판매 둔화에 투심 뚝홈디포 4↓뉴욕마감,0
